state,level_1,level_2,level_3,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Minas Gerais,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.01 Pedras preciosas,"129,2926614","129,544399","129,208747","129,796116","130,1317629","130,8869715","131,2226168","131,8099868","132,0617164","132,3176344","133,8280346","134,9188975","134,9210151","136,2644756","136,9345401","137,8575672","138,023298","138,0224364"
Minas Gerais,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"220,0340357","227,7011872","233,288965","244,211183","262,9006471","283,4634573","288,2193101","300,2735829","308,7160714","321,78837","331,4023893","340,2799633","344,4120474","346,5023434","351,0227699","355,0731121","355,9283193","355,9347725"
Pará,2. Industrial,2.2 Metálicas,2.2.01 Ferro,"4568,073743","4863,151096","4995,79266","5261,240633","5714,528769","5902,629568","6053,366468","6277,791064","6548,748415","7352,953738","7602,660225","7971,361393","8220,998372","8275,414531","8397,512903","8640,97811","8791,292477","8786,767327"
Pará,2. Industrial,2.2 Metálicas,2.2.02 Manganês,"713,9466248","755,6512846","802,5182414","888,0487777","954,9120322","1032,176319","990,6610417","1081,0809","993,0628105","1089,270165","1112,209178","1063,494138","1207,997029","1346,285648","1434,35059","1635,91152","1741,295918","1792,067777"
Pará,2. Industrial,2.2 Metálicas,2.2.03 Níquel,"207,5523554","260,5965179","302,8981783","566,9992919","674,5636809","690,1090416","705,4867009","716,4127547","734,0866275","784,7085687","855,1560902","893,0932569","901,0056167","895,9377414","872,5764447","847,5262528","848,1476919","857,2964791"
Pará,2. Industrial,2.2 Metálicas,2.2.07 Cromo,,,,,,,,,,,,,,"0,9779687561","3,556255017","6,757041742","6,490322626","5,423391614"
Pará,2. Industrial,2.2 Metálicas,2.2.08 Cobre,"991,341869","1271,30587","1411,687958","1495,119661","1870,053882","2345,493957","2432,050827","2404,939352","2473,977732","2914,706956","3357,955421","3281,073889","3498,033237","3703,817672","3608,20216","3973,285802","3815,467812","3757,800853"
Pará,2. Industrial,2.2 Metálicas,2.2.09 Alumínio,"7808,579398","8654,04361","9446,608796","10564,20774","11150,65886","12561,08743","13574,68221","14829,85147","16220,8697","17001,15429","17848,87113","19093,26559","19978,43594","21454,60451","22286,5909","23516,78618","25095,19968","24637,77464"
Pará,2. Industrial,2.2 Metálicas,2.2.13 Estanho,,,,,,,,,,,"1,069578558","5,258772754","10,42840901","12,21104539","13,54802172","14,88499811","15,50891778","14,61760204"
Pará,2. Industrial,2.2 Metálicas,2.2.14 Ouro,"2,65997074","2,65997074","2,65997074","7,536591589","15,07317571","15,69383448","15,60516855","15,33917259","15,33917259","15,25050677","16,13966165","16,13966154","17,02766519","20,226367","20,75932178","20,40389119","21,02551183","21,02551198"
Pará,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"685,0367954","777,3871609","840,4708848","874,9259114","955,5028241","1060,656144","1186,6403","1340,92338","1382,62051","1445,967943","1502,516122","1558,64308","1604,756953","1631,652664","1695,611439","1730,367929","1767,3579","1790,858653"
Pará,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"270,053258","282,8936171","303,3494834","306,2675786","322,8634853","331,9585411","354,4179313","414,8007389","465,0937632","444,0460633","472,1350807","485,3700515","471,1227654","480,4049098","473,2881466","467,147653","484,4744885","485,2757066"
Pará,2. Industrial,2.4 Não Identificado,Não Identificado,"28,46226377","37,17886623","40,64770803","46,42907362","51,58786186","53,27780345","53,36674888","53,45569238","53,01097461","53,36674955","53,01097424","52,74414055","57,28033195","57,10244594","57,63611336","58,97028051","59,32605908","59,68183323"
Pará,2. Industrial,2.4 Não Identificado,Não Identificado,,"0,5341367737","0,5341367737","1,513385297","2,937749689","3,204818146","4,807223712","5,875493628","6,765718604","6,943763904","6,854741425","7,03278653","7,032786987","7,299855157","7,299854889","7,210832373","7,299855267","7,566922852"
Pará,1. Garimpo,1.1 Metálicas,1.1.02 Estanho,"1831,406944","1841,450215","1870,149534","1903,559639","1938,644771","1968,221231","2006,343487","2229,774242","2628,493524","3245,621629","3853,054278","4235,347789","4480,431421","4973,297257","5431,896245","6624,420898","7832,975769","8690,841392"
Pará,1. Garimpo,1.1 Metálicas,1.1.01 Ouro,"28207,34202","27676,43171","27295,63705","26915,02179","27619,68755","28212,25493","29536,1051","31418,56237","35199,53765","39926,95988","44137,99242","49314,3028","56960,76192","65129,988","72202,34672","80054,53785","87502,73676","100004,376"
Pará,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"2780,902631","2951,11813","3124,762961","3189,981704","3281,01063","3350,325402","3377,501947","3487,752619","3559,441024","3629,698899","3735,767421","3881,803801","4023,36159","4123,662277","4228,503089","4380,144673","4459,027438","4477,410225"
Pará,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.01 Pedras preciosas,"71,46010437","73,14398499","93,80303538","109,4079189","110,8262521","103,8215542","98,76755101","95,13238635","92,38377014","85,64498616","75,62593272","77,13841956","72,52253585","72,61106258","104,0828132","143,4493552","204,3460819","294,8361718"
Pará,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"67,33667089","75,51731141","77,02811895","80,22925674","85,65425645","94,90246449","105,5723466","111,1744073","120,0664445","143,0086157","149,1592191","158,8574897","168,0179131","175,4904054","176,5574704","307,0059622","309,3178135","310,0296176"
Paraíba,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"167,8105111","172,5088804","176,0547956","176,7639785","178,8915285","180,7531395","183,1466422","185,9833554","191,2135419","208,9446759","236,0738562","251,1455943","259,833817","270,5611041","279,5153494","289,7996048","292,6366388","292,9025939"
Paraíba,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"8,881002783","8,881002783","8,79218902","8,79218902","8,79218902","8,79218902","8,79218902","8,79218902","8,880989783","8,880989783","8,880989783","8,969790356","8,79218902","8,79218902","8,79218902","8,79218902","8,79218902","8,79218902"
Paraná,2. Industrial,2.2 Metálicas,2.2.14 Ouro,"77,36885109","77,53124329","77,45007468","77,3688949","77,45008323","77,36889979","77,53128448","78,09964173","78,83037076","78,83038315","79,47991007","83,13345804","85,16321996","85,650321","86,38097133","86,46215618","86,29976399","86,38095023"
Paraná,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"321,9500645","336,7666006","360,3983502","374,2274403","399,3678265","419,26631","453,4684946","469,7990274","490,7438903","513,3809147","530,2822591","553,4030855","573,2966997","586,738612","606,2552376","619,6921555","637,6671597","639,1218197"
Paraná,2. Industrial,2.3 Não Metálicas,2.3.02 Fluor,"49,72114461","51,67423179","52,24387303","52,97627525","53,38316586","53,54592114","54,52244593","54,44106312","54,60382236","54,92933862","55,17347171","55,82448802","55,90586307","56,71964155","61,27678254","63,39260154","63,71811054","63,55536181"
Paraná,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"2082,699528","2128,611765","2169,149077","2210,043958","2290,227124","2363,417949","2438,894005","2515,377297","2593,280128","2705,281213","2793,837263","2872,086856","2928,719458","2985,734104","3040,666473","3142,914263","3195,68616","3200,061741"
Paraná,2. Industrial,2.4 Não Identificado,Não Identificado,"47,69091596","47,60994554","47,85285928","47,36708091","47,77193903","48,09583784","48,4197356","48,66264722","48,98653826","50,52500099","51,65861479","52,46834161","52,54931415","52,63028687","52,63028033","52,79221535","52,79221535","53,4399623"
Paraná,1. Garimpo,1.1 Metálicas,1.1.01 Ouro,"75,55176292","75,71371012","76,28052605","76,36150195","76,44247961","76,68541367","76,60444502","76,84737748","77,00933228","77,00933264","77,00933264","77,09031083","77,41421019","77,57616199","77,98102858","78,14298409","78,14298409","77,65711898"
Paraná,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"127,7559393","128,9703725","132,2890798","135,8522619","137,3099391","148,7276895","153,5025115","158,6101408","161,9319277","168,6567489","178,2234181","187,2265405","189,2526867","190,2254543","192,5775544","195,5701331","196,3786298","196,6215873"
Paraná,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"3,2501229","4,468916058","5,8502151","7,394037952","7,962816925","7,962816925","9,020780023","9,915043982","9,996536139","9,996536139","10,07778943","10,32226642","10,24101312","10,24101346","10,24101346","10,24101346","10,24101346","10,24101346"
Pernambuco,2. Industrial,2.2 Metálicas,2.2.09 Alumínio,"2,564065863","2,387233478","2,475649609","2,475649609","2,475649365","2,387233478","2,387233478","2,387233478","2,475649609","2,475649609","2,564065497","2,564065497","2,564065314","2,564065314","2,475649426","2,475649426","2,475649426","2,387233295"
Pernambuco,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"297,1527259","300,6047431","305,2959189","325,3005983","332,2944942","351,9462757","368,9409914","386,2015868","407,5342936","420,3689307","430,5491525","441,3482184","456,5730668","467,8145399","469,3192076","469,6731156","470,1156993","469,0533951"
Pernambuco,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"218,2057607","234,6865734","244,6104925","251,6104048","262,5975216","271,3695994","314,7871458","348,1918305","383,3689678","418,9899271","434,0532281","445,2179723","457,8007104","474,4593398","510,8779308","616,4122616","690,1369294","691,8207076"
Pernambuco,2. Industrial,2.4 Não Identificado,Não Identificado,"43,85602958","43,67883428","43,76743209","44,29902228","45,53939752","46,24818005","45,62799266","45,98238303","47,39995399","47,57714911","47,75434423","47,22275836","47,31135594","47,13416016","48,46313143","47,31135865","47,22276023","46,77976912"
Pernambuco,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"220,4741607","228,5281416","236,050642","241,2728203","247,0253727","267,9114179","284,7281782","292,2512559","300,7475468","305,5265306","308,0930443","310,040553","312,1648303","312,8725654","313,315058","314,376977","314,1997105","314,4652817"
Pernambuco,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"68,27763735","68,63103146","68,71935414","68,89655234","69,78035079","69,51528789","69,33957451","68,89634371","69,6049565","71,9086173","73,50074803","79,60083917","80,57571034","80,3103504","80,2221449","80,13356901","80,22226445","80,5757119"
Piauí,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"0,6230940308","1,15717489","1,15717489","18,60374539","23,58845909","28,21713309","29,81936418","31,06554075","31,8666556","36,40630588","39,69976868","40,50087258","41,03494738","43,61632966","46,37573302","47,44388826","49,93624926","50,11427577"
Piauí,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"335,4947906","346,8932067","408,2418622","454,1883843","483,9286583","522,3038225","553,1108574","571,188338","584,9909739","616,1563066","632,6285101","669,8465618","735,1943129","760,1220004","779,1722032","791,6369296","807,3053648","806,0586722"
Rio de Janeiro,2. Industrial,2.2 Metálicas,2.2.10 Magnésio,"31,62005952","33,35380514","34,67474502","35,252664","37,23410788","44,08662185","48,87513671","52,92062664","54,81951397","57,54399807","58,86495363","60,26849111","61,58946664","62,58017858","63,98367327","64,14879067","67,12107285","67,69899344"
Rio de Janeiro,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"111,9588841","118,9824122","126,1723065","130,0566981","140,5556729","146,1768937","154,6102728","174,4481451","204,9300759","225,7523863","244,5905091","263,8447263","282,0205836","292,1788146","301,6751992","310,5964862","315,6389819","315,4737202"
Rio de Janeiro,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"291,3482852","294,8278321","295,9047662","296,7333065","304,6087453","312,8983242","321,6019335","327,5611662","329,5515056","333,204404","344,8266192","349,1453547","355,625243","359,9428804","362,3489004","363,0132033","365,1714819","365,9195035"
Rio de Janeiro,2. Industrial,2.4 Não Identificado,Não Identificado,"203,7589041","204,9981146","207,2320975","210,7036154","220,7938894","225,8424755","227,9083692","240,9721226","249,9104288","265,8740655","279,8689744","286,0799083","289,4759852","292,6210143","293,944738","295,9282254","297,249874","296,5049657"
Rio de Janeiro,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"52,71902776","53,71081386","54,7853706","55,85968777","58,25573004","59,32996259","60,32150278","61,56118896","61,47857914","61,39613141","61,80973897","80,24704677","87,93621902","91,16048016","97,93972546","100,9987885","102,0735924","102,2389664"
Rio de Janeiro,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"33,36283668","33,77703345","34,02570754","35,02038411","36,42768729","38,17393555","39,82726122","41,06680225","42,39333874","44,21226248","45,4527478","46,53539793","46,87107603","46,78832605","47,28315385","47,78021813","48,94517516","49,19423308"
Rio Grande do Norte,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,,,,,,,,"0,4452837646","2,404532996","2,582646222","2,582646222","8,727554602","10,24151439","11,48830049","11,93358074","12,46791647","12,46791647","12,20074756"
Rio Grande do Sul,2. Industrial,2.2 Metálicas,2.2.08 Cobre,"525,0979749","525,1749425","525,2518914","525,7906867","525,5597782","526,0985645","525,636736","525,7906929","526,406355","526,252371","526,4062906","526,2523695","526,9451569","526,5603308","527,1760958","527,3300117","527,4069514","528,7155111"
Rio Grande do Sul,2. Industrial,2.2 Metálicas,2.2.10 Magnésio,"7,485330695","7,007539301","7,007539301","7,007539301","7,007539301","7,087170758","7,564962152","7,64459361","7,64459361","7,64459361","7,803856714","7,803856714","8,042750519","8,122381787","8,361275592","8,361275024","8,361275024","8,122379327"
Rio Grande do Sul,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"39,53715812","39,53714558","41,17154815","44,82953209","45,45217225","48,25409426","53,0795923","59,07249511","63,35324455","74,48285698","78,06304141","81,87675687","83,04423645","82,81074937","82,966409","83,822542","85,61264182","86,23529389"
Rio Grande do Sul,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"1755,840512","1819,340703","1864,654765","1921,657695","1966,861722","1991,590728","2019,04217","2057,994779","2116,731697","2177,862381","2224,783256","2245,703556","2271,217484","2312,023378","2342,34159","2373,328874","2400,221068","2403,213943"
Rio Grande do Sul,2. Industrial,2.1 Energéticas,2.1.01 Carvão mineral,"1049,787839","1058,86433","1063,363501","1063,363388","1070,19018","1087,179616","1113,093719","1159,959444","1191,851222","1211,483224","1229,331391","1268,829574","1283,495357","1307,552923","1358,543224","1398,821732","1402,003164","1404,330978"
Rio Grande do Sul,1. Garimpo,1.1 Metálicas,1.1.02 Estanho,"31,42630844","30,88313044","30,49511857","30,57272601","30,41750948","30,33990204","31,11595838","31,58160361","31,96961424","34,99616658","36,08265223","36,3929625","36,16018666","36,16018666","36,16018666","36,54822507","37,09145492","36,93623052"
Rondônia,2. Industrial,2.2 Metálicas,2.2.13 Estanho,"3088,42459","3143,51363","3172,702658","3155,762775","3265,410871","3354,185","3349,97049","3467,811296","3449,145548","3613,629346","3592,465825","3616,886987","3566,38227","3612,234754","3685,579493","3757,880188","3809,714673","3832,65276"
Rondônia,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"70,8325248","73,39916673","73,14116353","71,99548403","78,92258359","87,31751729","118,6646555","122,0227163","122,101007","122,63297","124,7420652","123,7669589","119,0946289","116,0868873","114,5033545","115,1161269","114,2368057","112,828265"
Rondônia,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"2,102269604","2,189864471","2,189864471","2,189864471","2,189864471","2,189864471","2,102269775","2,102269775","2,102269775","2,277458594","2,36505329","2,102269775","2,102269775","2,189864471","2,189864471","2,189864471","2,189864471","2,014675494"
Rondônia,2. Industrial,2.4 Não Identificado,Não Identificado,,,,,,"74,2356012","104,283276","99,24594325","80,06843981","59,83041874","52,84873732","59,83041876","56,64889195","57,70940742","59,56529858","62,74682641","66,19348038","68,57963529"
Rondônia,1. Garimpo,1.1 Metálicas,1.1.02 Estanho,"4925,126779","5118,608954","5348,859184","5561,539832","5837,443673","6101,098846","6372,023108","6657,612807","6906,826486","7150,715942","7311,848189","7522,360651","7674,042337","7881,809668","8040,023838","8276,514978","8475,287025","8376,676697"
Rondônia,1. Garimpo,1.1 Metálicas,1.1.01 Ouro,"328,3114119","341,1237395","336,6630256","336,3194202","339,8568527","354,8509906","353,1944481","351,4364127","359,1022775","357,9689921","346,3503318","357,6350539","355,4311314","354,8308156","354,3040059","373,1655448","392,5625175","397,3256553"
Rondônia,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"342,3385943","347,5484138","347,8161815","348,2578966","348,7003413","351,52497","386,9234188","395,4922185","405,0257375","402,8162097","405,0231934","402,4636377","412,0790266","425,5686737","427,6858648","431,829304","432,0927068","431,6560398"
Roraima,1. Garimpo,1.1 Metálicas,1.1.01 Ouro,"2,053076099","1,249405762","1,160162439","0,9816758911","1,606835657","3,660702063","3,839283344","2,142513611","2,768619489","5,357234613","7,499138702","4,82105368","21,41531182","104,9291844","365,3102922","680,1262611","923,3968695","1559,222892"
Roraima,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"40,9096363","39,48101124","39,74887944","39,21314475","39,21314475","39,21314475","39,21314475","39,30243368","39,30243368","38,85567985","38,85567985","38,85567985","38,85567985","38,76639092","38,76639092","38,76639092","38,94509261","39,12373145"
Roraima,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.01 Pedras preciosas,"143,0555681","143,5015002","135,2950967","119,7716347","112,6354616","114,7774541","94,25860706","75,43608718","75,25743304","67,4955332","58,66396711","51,43818945","51,34655328","43,04966327","37,42920266","31,36274377","31,00626879","36,89204825"
Roraima,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"22,43171849","22,16361072","21,5380256","21,44865612","21,44865574","21,44865546","21,62739438","21,44865554","21,0911785","21,00180917","21,18054789","21,35928643","21,18054789","21,00180911","21,00180903","21,09117849","21,26991718","22,69982645"
Santa Catarina,2. Industrial,2.2 Metálicas,2.2.09 Alumínio,"134,3109046","142,9644367","154,0028775","160,4066285","164,9040671","171,4872585","180,5489971","190,0968413","194,7584989","206,0829143","209,77617","215,0773465","219,3255059","225,5619031","231,2416548","235,5619625","237,6465693","238,2879505"
Santa Catarina,2. Industrial,2.2 Metálicas,2.2.10 Magnésio,,,,,,,,,,,,,,,,"0,07977467651","0,07977467651",
Santa Catarina,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"350,8726495","359,0056322","379,0974933","397,5212455","418,3643455","461,1674993","488,6273722","537,8903908","565,915629","599,8625698","627,0446052","645,9075271","661,293421","679,461345","690,5414121","698,0298206","704,394278","704,4718904"
Santa Catarina,2. Industrial,2.3 Não Metálicas,2.3.02 Fluor,"13,61764411","14,01121396","14,56221252","15,27064491","16,21517986","16,60875546","17,00232987","17,3171829","17,55332585","17,7894771","18,57662354","19,59991588","20,78063811","20,93806839","21,88264965","24,2440688","25,97561265","25,97560434"
Santa Catarina,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"197,6661496","202,9363645","208,1285689","210,2068647","214,1980313","222,1066593","233,7870207","242,7539092","250,6695886","262,6619172","272,4020823","279,7665938","284,3907173","295,8983358","304,4140078","310,7440935","322,9870332","323,2292299"
Santa Catarina,2. Industrial,2.4 Não Identificado,Não Identificado,"8,384201788","8,38420235","8,943159912","9,023008636","9,821500732","9,901349829","10,30059888","10,30059888","10,93939522","11,49833477","11,57818443","11,57818443","11,65803428","11,65803428","11,65803428","11,57818443","11,57818443","11,57818443"
Santa Catarina,2. Industrial,2.1 Energéticas,2.1.01 Carvão mineral,"814,3878772","823,5304951","827,3908002","828,5723348","837,6317074","857,1624502","876,0001095","882,3846768","894,8352252","908,7891532","918,7970621","928,2551243","939,1332856","979,8886578","1022,38363","1033,34207","1045,954805","1046,582683"
Santa Catarina,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"127,3814215","149,6908918","200,8359897","223,8945568","248,582052","263,6956444","294,4753842","314,6482673","330,3034982","346,6155385","355,772587","360,6236308","365,4731336","373,5017837","381,2649076","390,2315632","391,2645613","391,0265822"
Santa Catarina,1. Garimpo,1.3 Pedras Preciosas & Rochas Ornamentais,1.3.02 Rochas Ornamentais,"1,438183771","1,438183771","1,438183771","1,438183771","1,438183771","1,518082513","2,076843738","2,236565491","2,396211505","2,795479132","2,955125708","3,594321844","3,594246484","3,594246484","3,594246484","3,913767969","3,993667651","4,153466827"
São Paulo,2. Industrial,2.3 Não Metálicas,2.3.01 Minerais Classe 2,"2100,133494","2161,943416","2240,494632","2306,4984","2359,131086","2435,762101","2507,622959","2559,285606","2597,933976","2634,545571","2654,121078","2673,702364","2689,914581","2709,649398","2735,148594","2769,506498","2785,885696","2785,804748"
São Paulo,2. Industrial,2.3 Não Metálicas,2.3.03 Fósforo,"15,74680876","17,54178525","21,70284048","21,94760876","22,84510629","23,57941317","24,39531995","24,64009453","25,12964164","25,21123323","25,21123323","24,72169429","24,96646342","25,048055","25,04805551","25,21123493","26,19033085","26,35351009"
São Paulo,2. Industrial,2.3 Não Metálicas,2.3.05 Silício,"266,3168787","265,9029215","267,6422583","268,3876253","269,2155424","270,6236573","283,2189638","285,2062607","297,1285915","304,3315621","304,4142468","304,6626985","310,1271539","311,1208303","311,865987","312,2797799","318,985708","319,4828042"
São Paulo,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"2257,281158","2297,078175","2322,575356","2354,144732","2410,153193","2427,305546","2465,288238","2490,213851","2538,782013","2603,653708","2655,363908","2678,750422","2695,871722","2749,938923","2809,601667","2864,096787","2911,073805","2904,462708"
São Paulo,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"293,3191907","301,5479404","311,8910165","322,0778635","335,56431","347,3763994","352,7701076","363,2165172","374,842851","382,090756","385,6523966","400,8817443","409,6981384","423,0358797","440,7154703","453,0396757","466,5242623","467,262894"
Sergipe,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"302,6557184","321,3667048","337,4416715","366,0783195","424,5829304","435,1246845","443,5578518","455,4170056","467,8910155","477,8173058","483,7907868","489,7646252","495,2987186","496,6162483","497,3188864","498,0216685","501,974637","502,9410444"
Sergipe,2. Industrial,2.4 Não Identificado,Não Identificado,"59,23046776","62,12975573","62,48117258","64,3280533","69,42516152","72,06084679","75,92651102","80,670814","82,86726489","83,65796294","84,36084944","86,55729011","87,69939013","88,05082339","92,00443274","92,26802178","92,0923142","92,35590256"
Sergipe,2. Industrial,2.1 Energéticas,2.1.03 Gás natural e petróleo,"0,4393996643","0,4393996643","0,08787984009","0,08787984009",,,,,,,,"0,4393996643","3,076697986","3,076697986","3,076697986","27,16124958","27,16124958","27,77653562"
Sergipe,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"146,0148473","147,6830462","149,4389866","153,9167909","182,2758785","200,450085","208,966463","219,5022058","228,0185898","228,9843928","231,3549636","231,618355","234,4278595","234,9546612","234,5156696","235,5692354","234,9545789","236,0081493"
Tocantins,2. Industrial,2.2 Metálicas,2.2.14 Ouro,,,,,,,"5,081022736","7,271117279","10,77527573","15,33068913","18,57203408","19,09765895","26,54390522","31,62491528","34,07785246","34,16545817","34,42826837","34,51587856"
Tocantins,2. Industrial,2.3 Não Metálicas,2.3.06 Calcário,"174,7412924","189,262568","192,9906313","192,2636621","192,0675809","195,1258252","206,3370633","215,1841925","219,1280807","223,5652603","232,0508536","232,0394747","233,7914663","242,9822888","244,2871088","246,4766426","249,712604","249,2796829"
Tocantins,2. Industrial,2.4 Não Identificado,Não Identificado,"52,95927278","53,48712404","53,83897746","54,71864136","55,33444397","56,47802789","58,14942022","62,72374852","62,7237324","62,89966754","62,89966754","63,07561064","63,16357817","62,63577345","62,54780563","62,81171501","62,98765021","62,63576429"
Tocantins,1. Garimpo,1.1 Metálicas,1.1.01 Ouro,"43,26889577","43,09371576","43,00612837","43,00612845","43,09371775","42,83094777","42,74335872","43,09371815","43,18130671","43,00612778","42,91853782","42,91853782","42,91853782","42,91853782","42,74335806","42,91853682","42,91853682","43,00612537"
Tocantins,1. Garimpo,1.2 Não Metálicas,1.2.01 Minerais Classe 2,"1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134","1,226843134"
